"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Caitlyn","ADC",23,"6.7%","53.4%","60.1%","39%","35%",101,43,76,4.1,"74.4%","14.2%","-","-","-","-",9.5,"-",498,"26.6%","28.2%",0.41,0.4
"Camille","Top",45,"13.2%","19.9%","33.1%","53%","38%",139,128,229,2.9,"57.3%","21.8%","-","-","-","-",7.9,"-",387,"21.4%","22.2%",0.34,0.17
"Cho'Gath","Top",1,"0.3%","0.0%","0.3%","0%","100%",0,5,1,0.2,"25.0%","29.4%","-","-","-","-",9.3,"-",319,"20.8%","25.4%",0.2,0.11
"Corki","Middle",89,"26.1%","28.7%","55.1%","53%","22%",318,176,474,4.5,"69.8%","14.5%","-","-","-","-",9.2,"-",702,"34.1%","26.8%",0.41,0.25
"Corki","Top",1,"0.3%","28.7%","55.1%","0%","0%",2,2,5,3.5,"53.8%","11.1%","-","-","-","-",8.3,"-",532,"29.3%","26.5%",0.51,0.34
"Diana","Jungle",20,"5.9%","5.6%","11.4%","35%","70%",50,69,105,2.2,"64.0%","23.2%","-","-","-","-",6.1,"-",323,"18.0%","19.3%",0.32,0.32
"Draven","ADC",4,"1.2%","2.3%","3.5%","75%","100%",36,11,29,5.9,"81.3%","21.6%","-","-","-","-",9.4,"-",767,"32.5%","32.4%",0.38,0.39
"Ekko","Middle",1,"0.3%","0.0%","0.3%","0%","100%",2,4,4,1.5,"75.0%","25.0%","-","-","-","-",7,"-",361,"21.0%","25.4%",0.53,0.19
"Ezreal","ADC",25,"7.3%","1.2%","8.5%","32%","88%",87,79,106,2.4,"63.9%","18.5%","-","-","-","-",9.1,"-",667,"32.9%","26.3%",0.39,0.28
"Fiora","Top",13,"3.8%","0.9%","4.7%","77%","100%",54,16,51,6.6,"49.1%","13.8%","-","-","-","-",8.9,"-",493,"24.6%","24.0%",0.33,0.21
"Galio","Middle",32,"9.4%","11.4%","21.4%","59%","88%",82,67,254,5,"74.2%","19.3%","-","-","-","-",7.4,"-",360,"19.5%","20.3%",0.47,0.2
"Galio","Support",2,"0.6%","11.4%","21.4%","100%","100%",3,7,22,3.6,"67.6%","46.7%","-","-","-","-",1.3,"-",251,"11.4%","10.1%",1.68,0.33
"Gangplank","Top",7,"2.1%","1.2%","3.2%","29%","86%",15,27,33,1.8,"66.7%","27.6%","-","-","-","-",8.1,"-",591,"31.3%","24.9%",0.42,0.09
"Gnar","Top",60,"17.6%","7.0%","24.6%","47%","63%",122,158,260,2.4,"48.4%","19.9%","-","-","-","-",8.2,"-",439,"23.5%","23.0%",0.36,0.22
"Gragas","Jungle",1,"0.3%","8.2%","21.4%","0%","0%",2,3,2,1.3,"44.4%","21.4%","-","-","-","-",5.5,"-",397,"22.1%","19.9%",0.64,0.29
"Gragas","Support",1,"0.3%","8.2%","21.4%","100%","100%",0,3,4,1.3,"16.0%","25.0%","-","-","-","-",1.3,"-",79,"3.8%","8.0%",1.57,0.29
"Gragas","Top",43,"12.6%","8.2%","21.4%","47%","33%",58,112,229,2.6,"53.0%","20.2%","-","-","-","-",6.7,"-",420,"20.5%","18.0%",0.39,0.19
"Graves","Jungle",9,"2.6%","16.1%","41.1%","33%","89%",46,24,29,3.1,"62.5%","15.0%","-","-","-","-",7,"-",407,"23.2%","24.1%",0.37,0.42
"Graves","Middle",1,"0.3%","16.1%","41.1%","0%","100%",3,3,6,3,"69.2%","16.7%","-","-","-","-",7.6,"-",331,"18.2%","21.7%",0.15,0.22
"Graves","Top",75,"22.0%","16.1%","41.1%","44%","45%",163,188,284,2.4,"52.9%","19.6%","-","-","-","-",9.5,"-",498,"27.1%","25.3%",0.36,0.2
"Gwen","Top",129,"37.8%","53.1%","90.9%","51%","10%",398,315,522,2.9,"55.1%","18.3%","-","-","-","-",8.5,"-",445,"24.7%","23.6%",0.33,0.23
"Hecarim","Jungle",77,"22.6%","24.3%","46.9%","57%","23%",214,196,631,4.3,"70.2%","19.6%","-","-","-","-",5.5,"-",260,"12.9%","17.6%",0.4,0.38
"Irelia","Middle",1,"0.3%","2.3%","4.7%","0%","100%",0,6,4,0.7,"80.0%","23.1%","-","-","-","-",7.8,"-",432,"24.8%","19.2%",0.24,0.14
"Irelia","Top",7,"2.1%","2.3%","4.7%","71%","100%",26,17,39,3.8,"57.0%","21.3%","-","-","-","-",9.4,"-",420,"21.9%","25.2%",0.36,0.16
"Janna","-",0,"0%","0.3%","0.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jarvan IV","Jungle",43,"12.6%","20.2%","32.8%","47%","58%",81,153,397,3.1,"84.0%","24.9%","-","-","-","-",4.9,"-",230,"11.6%","16.7%",0.38,0.48
"Jax","Top",30,"8.8%","10.0%","18.8%","40%","97%",71,82,79,1.8,"44.1%","20.7%","-","-","-","-",8.8,"-",352,"20.0%","24.5%",0.42,0.14
"Jayce","Top",75,"22.0%","44.3%","66.3%","60%","48%",230,201,406,3.2,"62.1%","19.8%","-","-","-","-",8.7,"-",671,"31.6%","24.8%",0.4,0.24
"Jhin","ADC",26,"7.6%","3.5%","11.1%","42%","65%",99,55,154,4.6,"72.9%","14.5%","-","-","-","-",8.6,"-",467,"23.1%","24.3%",0.46,0.26
"Jinx","ADC",246,"72.1%","16.7%","88.9%","55%","32%",1086,499,1347,4.9,"69.8%","16.3%","-","-","-","-",10,"-",578,"29.1%","28.1%",0.45,0.44
"Kai'Sa","ADC",17,"5.0%","2.1%","7.0%","41%","94%",73,53,80,2.9,"70.2%","19.5%","-","-","-","-",9.3,"-",518,"26.3%","26.4%",0.54,0.33
"Karma","Middle",5,"1.5%","8.5%","15.8%","60%","100%",6,10,70,7.6,"85.4%","16.9%","-","-","-","-",7,"-",488,"21.4%","19.3%",0.39,0.31
"Karma","Support",20,"5.9%","8.5%","15.8%","30%","60%",14,57,140,2.7,"72.6%","20.8%","-","-","-","-",1.5,"-",227,"12.2%","10.6%",1.3,0.34
"Kennen","Top",45,"13.2%","11.1%","24.3%","56%","71%",138,138,234,2.7,"55.4%","25.4%","-","-","-","-",7.7,"-",523,"26.2%","21.6%",0.3,0.2
"Kha'Zix","Jungle",1,"0.3%","0.0%","0.3%","100%","100%",1,0,7,8,"53.3%","0.0%","-","-","-","-",6.7,"-",260,"12.9%","18.2%",1.8,1.22
"Kindred","Jungle",2,"0.6%","0.3%","0.9%","50%","100%",8,1,5,13,"76.5%","7.7%","-","-","-","-",7.2,"-",428,"25.9%","23.5%",0.22,0.52
"LeBlanc","Middle",50,"14.7%","44.6%","59.2%","38%","52%",174,94,219,4.2,"62.8%","13.1%","-","-","-","-",7.6,"-",532,"27.7%","22.4%",0.42,0.31
"Lee Sin","Jungle",117,"34.3%","39.6%","73.9%","56%","40%",311,325,838,3.5,"73.3%","21.9%","-","-","-","-",5.4,"-",265,"13.6%","17.5%",0.59,0.32
"Leona","Support",128,"37.5%","11.7%","49.3%","48%","52%",93,512,1004,2.1,"63.7%","27.4%","-","-","-","-",1.2,"-",103,"5.5%","8.9%",1.66,0.39
"Lissandra","Middle",4,"1.2%","0.9%","2.1%","50%","100%",9,11,25,3.1,"69.4%","19.6%","-","-","-","-",8.4,"-",408,"21.1%","21.5%",0.23,0.26
"Lucian","Middle",2,"0.6%","0.9%","2.3%","50%","100%",12,4,8,5,"80.0%","15.4%","-","-","-","-",8.8,"-",654,"30.9%","31.3%",0.47,0.48
"Lucian","Top",3,"0.9%","0.9%","2.3%","67%","100%",7,9,21,3.1,"54.9%","26.5%","-","-","-","-",8.5,"-",511,"25.4%","21.5%",0.42,0.21
"Lulu","Support",32,"9.4%","5.0%","14.4%","41%","72%",16,70,248,3.8,"80.7%","17.1%","-","-","-","-",0.8,"-",99,"5.8%","9.0%",1.59,0.31
"Lux","Support",16,"4.7%","0.3%","5.0%","38%","31%",13,60,106,2,"70.4%","27.9%","-","-","-","-",0.8,"-",262,"14.6%","9.2%",1.39,0.34
"Malphite","Top",9,"2.6%","5.0%","7.6%","67%","100%",15,26,77,3.5,"63.0%","21.8%","-","-","-","-",6.6,"-",425,"19.4%","18.4%",0.32,0.16
"Maokai","Support",1,"0.3%","0.0%","0.3%","0%","100%",0,5,14,2.8,"48.3%","22.7%","-","-","-","-",1,"-",350,"14.3%","8.2%",1.08,0.29
"Miss Fortune","ADC",2,"0.6%","0.0%","0.6%","100%","100%",17,8,14,3.9,"67.4%","19.5%","-","-","-","-",9.5,"-",749,"32.3%","29.3%",0.45,0.35
"Mordekaiser","Top",2,"0.6%","0.3%","0.9%","50%","100%",7,7,8,2.1,"68.2%","25.0%","-","-","-","-",8.9,"-",534,"26.8%","25.3%",0.29,0.1
"Morgana","Support",1,"0.3%","0.0%","0.3%","100%","100%",0,1,10,10,"62.5%","12.5%","-","-","-","-",0.9,"-",217,"7.7%","12.5%",1.59,0.3
"Nautilus","Support",159,"46.6%","22.0%","68.6%","52%","37%",122,574,1272,2.4,"62.3%","26.2%","-","-","-","-",1.1,"-",133,"7.0%","8.8%",1.64,0.3
"Nidalee","Jungle",12,"3.5%","15.0%","18.5%","33%","58%",43,39,60,2.6,"70.1%","20.9%","-","-","-","-",6.4,"-",491,"22.6%","19.6%",0.68,0.58
"Nocturne","Jungle",1,"0.3%","0.0%","0.3%","0%","100%",4,2,1,2.5,"100.0%","10.5%","-","-","-","-",5.8,"-",151,"11.0%","26.9%",0.71,0.36
"Olaf","Jungle",9,"2.6%","2.1%","4.7%","67%","100%",17,30,43,2,"53.6%","27.5%","-","-","-","-",5.2,"-",264,"13.8%","15.8%",0.41,0.44
"Orianna","Middle",71,"20.8%","11.1%","32.0%","58%","70%",226,133,499,5.5,"75.6%","16.6%","-","-","-","-",8.8,"-",482,"25.8%","23.5%",0.39,0.24
"Ornn","Top",14,"4.1%","1.5%","5.6%","57%","71%",25,41,99,3,"57.1%","21.1%","-","-","-","-",6.8,"-",376,"18.9%","18.0%",0.42,0.15
"Poppy","Jungle",12,"3.5%","2.6%","6.7%","58%","92%",15,43,85,2.3,"59.9%","25.7%","-","-","-","-",4.6,"-",206,"10.0%","14.2%",0.45,0.36
"Poppy","Top",2,"0.6%","2.6%","6.7%","100%","50%",2,5,7,1.8,"32.1%","45.5%","-","-","-","-",7.7,"-",673,"25.1%","17.4%",0.35,0.08
"Qiyana","Jungle",3,"0.9%","0.0%","0.9%","33%","100%",13,14,15,2,"70.0%","32.6%","-","-","-","-",6.7,"-",445,"24.2%","21.1%",0.93,0.67
"Rakan","Support",62,"18.2%","23.5%","41.6%","58%","53%",46,167,633,4.1,"77.7%","22.1%","-","-","-","-",1.3,"-",139,"7.3%","9.7%",1.92,0.5
"Rek'Sai","Jungle",20,"5.9%","6.5%","12.3%","45%","100%",60,60,74,2.2,"58.5%","22.4%","-","-","-","-",5.6,"-",274,"15.0%","18.1%",0.31,0.41
"Rell","Support",5,"1.5%","0.9%","2.3%","80%","60%",3,18,43,2.6,"64.8%","28.6%","-","-","-","-",1.1,"-",112,"5.4%","8.4%",1.59,0.26
"Renata Glasc","Support",11,"3.2%","5.3%","8.5%","55%","55%",6,17,99,6.2,"75.0%","14.4%","-","-","-","-",0.9,"-",132,"6.7%","9.4%",1.53,0.38
"Renekton","Middle",7,"2.1%","34.0%","44.6%","43%","14%",13,23,40,2.3,"54.1%","23.5%","-","-","-","-",7.6,"-",307,"13.9%","19.3%",0.26,0.34
"Renekton","Top",29,"8.5%","34.0%","44.6%","28%","21%",54,91,127,2,"51.1%","19.3%","-","-","-","-",8.3,"-",359,"18.1%","22.8%",0.37,0.21
"Riven","Top",4,"1.2%","0.3%","1.5%","75%","100%",15,10,28,4.3,"58.1%","17.9%","-","-","-","-",8.2,"-",342,"16.5%","23.3%",0.26,0.23
"Rumble","Top",4,"1.2%","4.7%","5.9%","50%","50%",12,17,34,2.7,"70.8%","21.8%","-","-","-","-",6.6,"-",656,"30.9%","19.9%",0.46,0.11
"Ryze","Middle",106,"31.1%","39.0%","70.4%","49%","18%",303,230,644,4.1,"70.7%","16.2%","-","-","-","-",9,"-",411,"22.7%","23.9%",0.34,0.24
"Ryze","Top",1,"0.3%","39.0%","70.4%","0%","0%",0,4,4,1,"80.0%","22.2%","-","-","-","-",8.1,"-",460,"27.5%","23.3%",0.37,0.11
"Samira","ADC",10,"2.9%","6.7%","9.7%","40%","90%",35,31,47,2.6,"78.1%","20.9%","-","-","-","-",8.8,"-",371,"20.4%","25.4%",0.54,0.37
"Sejuani","Jungle",4,"1.2%","0.0%","1.2%","25%","75%",9,12,15,2,"77.4%","18.2%","-","-","-","-",5.5,"-",219,"14.4%","17.7%",0.33,0.2
"Senna","ADC",11,"3.2%","1.2%","4.4%","45%","82%",28,22,55,3.8,"73.5%","19.0%","-","-","-","-",1.9,"-",586,"25.5%","16.2%",1.09,0.48
"Seraphine","Support",1,"0.3%","0.3%","0.6%","0%","100%",0,2,5,2.5,"71.4%","11.8%","-","-","-","-",0.5,"-",110,"7.4%","6.8%",2.03,0.28
"Sett","Support",15,"4.4%","1.8%","7.0%","27%","93%",15,64,80,1.5,"57.2%","26.3%","-","-","-","-",1.4,"-",202,"11.7%","9.4%",1.64,0.49
"Sett","Top",3,"0.9%","1.8%","7.0%","33%","67%",12,13,15,2.1,"58.7%","20.0%","-","-","-","-",6.5,"-",369,"17.0%","20.9%",0.25,0.24
"Shen","Top",2,"0.6%","0.0%","0.6%","50%","100%",1,7,18,2.7,"76.0%","21.9%","-","-","-","-",5.1,"-",192,"12.7%","13.5%",0.36,0.07
"Sion","Top",19,"5.6%","2.9%","8.5%","47%","68%",31,65,109,2.2,"59.1%","26.1%","-","-","-","-",6.9,"-",392,"20.0%","18.4%",0.33,0.18
"Skarner","Jungle",1,"0.3%","0.0%","0.3%","100%","100%",2,3,12,4.7,"70.0%","27.3%","-","-","-","-",5.4,"-",166,"5.9%","14.8%",1.11,0.41
"Sona","Support",1,"0.3%","0.0%","0.3%","0%","100%",0,5,3,0.6,"75.0%","29.4%","-","-","-","-",0.7,"-",106,"10.1%","8.2%",1.38,0.47
"Sylas","Middle",13,"3.8%","5.6%","10.3%","54%","77%",54,40,78,3.3,"59.5%","21.9%","-","-","-","-",7.8,"-",439,"21.9%","22.2%",0.24,0.22
"Sylas","Top",3,"0.9%","5.6%","10.3%","33%","100%",11,10,7,1.8,"64.3%","19.6%","-","-","-","-",7.4,"-",417,"23.7%","23.3%",0.33,0.21
"Syndra","Middle",20,"5.9%","8.2%","14.1%","55%","70%",64,45,113,3.9,"64.4%","18.7%","-","-","-","-",8.3,"-",569,"28.7%","22.6%",0.34,0.22
"Tahm Kench","Support",70,"20.5%","18.5%","39.0%","54%","43%",51,169,523,3.4,"62.2%","20.6%","-","-","-","-",1.6,"-",161,"8.0%","9.9%",1.5,0.26
"Talon","Jungle",9,"2.6%","4.4%","7.0%","44%","67%",34,27,32,2.4,"59.5%","19.6%","-","-","-","-",6.7,"-",344,"18.8%","21.8%",0.56,0.34
"Taric","Support",3,"0.9%","0.6%","1.5%","67%","100%",1,3,32,11,"76.7%","11.1%","-","-","-","-",1.2,"-",59,"3.2%","8.9%",1.93,0.4
"Thresh","Support",84,"24.6%","27.3%","51.9%","60%","27%",62,229,773,3.6,"71.0%","23.4%","-","-","-","-",1.1,"-",104,"5.4%","9.1%",1.66,0.28
"Tristana","ADC",14,"4.1%","1.8%","6.2%","50%","100%",54,41,49,2.5,"67.3%","19.3%","-","-","-","-",9.2,"-",474,"25.1%","27.0%",0.67,0.49
"Tristana","Middle",1,"0.3%","1.8%","6.2%","0%","100%",1,5,3,0.8,"36.4%","26.3%","-","-","-","-",8.4,"-",206,"13.1%","23.2%",0.43,0.3
"Trundle","Jungle",19,"5.6%","2.9%","8.5%","63%","100%",36,57,140,3.1,"71.0%","24.1%","-","-","-","-",4.5,"-",203,"10.7%","15.5%",0.44,0.49
"Tryndamere","Middle",6,"1.8%","15.5%","24.0%","17%","100%",19,22,25,2,"62.9%","19.5%","-","-","-","-",8.6,"-",299,"19.1%","24.3%",0.29,0.32
"Tryndamere","Top",23,"6.7%","15.5%","24.0%","39%","61%",74,56,72,2.6,"56.8%","20.6%","-","-","-","-",8.7,"-",410,"23.7%","26.1%",0.28,0.18
"Twisted Fate","Middle",31,"9.1%","46.0%","55.1%","45%","55%",64,60,189,4.2,"72.5%","14.2%","-","-","-","-",8.2,"-",389,"20.8%","24.1%",0.31,0.22
"Udyr","Jungle",1,"0.3%","0.0%","0.3%","0%","100%",1,5,5,1.2,"54.5%","26.3%","-","-","-","-",5.2,"-",135,"8.0%","15.1%",0.27,0.5
"Varus","ADC",5,"1.5%","0.6%","2.1%","40%","80%",18,12,26,3.7,"62.9%","15.6%","-","-","-","-",8.6,"-",547,"26.5%","23.2%",0.58,0.37
"Vayne","ADC",3,"0.9%","0.3%","1.2%","33%","100%",18,5,11,5.8,"65.9%","7.4%","-","-","-","-",9.2,"-",522,"24.8%","28.2%",0.37,0.35
"Veigar","Middle",12,"3.5%","2.9%","6.5%","58%","92%",46,25,53,4,"57.9%","16.7%","-","-","-","-",8.7,"-",481,"23.7%","22.4%",0.38,0.22
"Vex","Middle",43,"12.6%","20.8%","33.4%","51%","69%",144,114,232,3.3,"64.9%","19.8%","-","-","-","-",7.9,"-",413,"23.5%","21.2%",0.53,0.3
"Vi","Jungle",1,"0.3%","0.0%","0.3%","100%","100%",2,6,9,1.8,"47.8%","26.1%","-","-","-","-",4.8,"-",199,"7.8%","16.4%",0.37,0.48
"Viego","Jungle",103,"30.2%","15.2%","46.0%","50%","61%",331,243,532,3.6,"67.8%","19.2%","-","-","-","-",5.5,"-",254,"14.0%","18.4%",0.37,0.42
"Viego","Top",2,"0.6%","15.2%","46.0%","50%","100%",3,5,4,1.4,"38.9%","26.3%","-","-","-","-",7.9,"-",215,"13.6%","22.1%",0.36,0.29
"Viktor","Middle",78,"22.9%","7.9%","31.1%","49%","57%",257,177,402,3.7,"65.4%","16.1%","-","-","-","-",8.9,"-",669,"33.2%","24.6%",0.4,0.24
"Viktor","Top",1,"0.3%","7.9%","31.1%","0%","100%",0,5,2,0.4,"50.0%","25.0%","-","-","-","-",8.6,"-",626,"39.7%","26.2%",0.42,0.08
"Vladimir","Top",1,"0.3%","0.0%","0.3%","100%","100%",6,2,10,8,"72.7%","15.4%","-","-","-","-",9.3,"-",565,"25.1%","27.6%",0.28,0.21
"Volibear","Jungle",51,"15.0%","8.8%","23.8%","59%","53%",99,143,344,3.1,"62.1%","23.5%","-","-","-","-",4.8,"-",247,"12.3%","15.4%",0.36,0.35
"Wukong","Top",2,"0.6%","0.0%","0.6%","50%","100%",3,6,10,2.2,"61.9%","22.2%","-","-","-","-",7.5,"-",301,"19.7%","19.5%",0.38,0.11
"Xayah","ADC",21,"6.2%","2.3%","8.5%","57%","81%",77,38,99,4.6,"70.1%","15.1%","-","-","-","-",9.7,"-",589,"29.8%","26.6%",0.44,0.25
"Xin Zhao","Jungle",163,"47.8%","27.3%","75.1%","44%","33%",330,506,1006,2.6,"63.7%","22.6%","-","-","-","-",5.3,"-",286,"14.9%","17.0%",0.37,0.38
"Yasuo","Middle",1,"0.3%","0.3%","0.6%","0%","100%",1,2,1,1,"33.3%","12.5%","-","-","-","-",8.6,"-",164,"9.9%","21.2%",0.3,0.12
"Yuumi","Support",12,"3.5%","5.9%","9.4%","42%","67%",7,23,94,4.4,"74.3%","13.6%","-","-","-","-",0.3,"-",243,"11.8%","8.2%",1.32,0.14
"Zed","Jungle",3,"0.9%","0.9%","1.8%","67%","67%",14,5,14,5.6,"70.0%","14.7%","-","-","-","-",6.7,"-",348,"15.9%","21.7%",0.73,0.58
"Zeri","ADC",58,"17.0%","51.3%","68.6%","60%","11%",272,128,343,4.8,"72.6%","17.0%","-","-","-","-",9.8,"-",571,"29.8%","27.6%",0.48,0.52
"Zeri","Middle",1,"0.3%","51.3%","68.6%","100%","0%",11,0,4,15,"78.9%","0.0%","-","-","-","-",10.1,"-",871,"40.4%","29.6%",0.24,0.57
"Ziggs","ADC",13,"3.8%","3.5%","7.3%","31%","92%",38,40,71,2.7,"68.1%","18.3%","-","-","-","-",8.9,"-",650,"35.3%","25.1%",0.4,0.22
"Zilean","Middle",2,"0.6%","1.5%","2.1%","50%","100%",4,3,23,9,"84.4%","11.5%","-","-","-","-",7.2,"-",309,"15.3%","18.0%",0.22,0.25
"Zoe","Middle",22,"6.5%","8.5%","15.0%","50%","32%",67,29,112,6.2,"60.3%","10.2%","-","-","-","-",7.9,"-",531,"27.8%","21.5%",0.36,0.27
