"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Jarvan IV","Jungle",10,"3.0%","0.6%","5.8%","70%","70%",15,33,100,3.5,"82.7%","29.2%","10%",-156,-137,3,4,"10.9%",213,"10.9%","14.8%",0.79,0.38
"Jarvan IV","Top",7,"2.1%","0.6%","5.8%","43%","71%",9,16,42,3.2,"70.8%","18.8%","0%",34,48,8.7,8.9,"25.7%",305,"20.5%","22.9%",0.48,0.13
"Jax","ADC",1,"0.3%","5.2%","9.8%","100%","0%",2,2,2,2,"23.5%","13.3%","0%",91,-105,4,9.1,"22.2%",180,"10.3%","19.9%",1.01,0.37
"Jax","Jungle",2,"0.6%","5.2%","9.8%","50%","100%",10,4,3,3.3,"56.5%","17.4%","100%",472,669,12,5.7,"16.5%",164,"10.0%","21.9%",0.7,0.21
"Jax","Top",12,"3.7%","5.2%","9.8%","8%","92%",30,47,28,1.2,"52.3%","25.1%","17%",-79,-142,-5.8,8.5,"28.2%",343,"22.6%","25.5%",0.42,0.15
"Jayce","Jungle",3,"0.9%","7.9%","15.9%","33%","100%",8,6,9,2.8,"73.9%","16.2%","33%",1105,1475,60.3,10.3,"36.0%",424,"30.8%","36.3%",0.45,0.48
"Jayce","Middle",4,"1.2%","7.9%","15.9%","50%","50%",21,11,28,4.5,"74.2%","18.3%","25%",546,-370,5.7,9,"24.6%",712,"29.0%","24.2%",0.51,0.26
"Jayce","Top",19,"5.8%","7.9%","15.9%","58%","63%",47,45,108,3.4,"58.1%","22.1%","11%",220,171,7.9,8.7,"26.3%",523,"27.3%","22.7%",0.47,0.2
"Jhin","ADC",16,"4.9%","1.8%","6.7%","38%","75%",70,37,95,4.5,"66.5%","14.6%","25%",-403,-184,-9.2,8.9,"28.6%",606,"30.6%","25.6%",0.37,0.26
"Kai'Sa","ADC",83,"25.3%","14.3%","40.5%","48%","60%",368,174,340,4.1,"69.5%","17.8%","24%",44,5,-0.1,9.6,"30.2%",485,"29.0%","27.5%",0.34,0.34
"Kai'Sa","Jungle",2,"0.6%","14.3%","40.5%","50%","50%",15,3,12,9,"84.4%","16.7%","50%",952,1467,61.5,13.2,"42.7%",1001,"44.4%","35.9%",0.44,0.75
"Kai'Sa","Middle",1,"0.3%","14.3%","40.5%","0%","0%",0,5,1,0.2,"50.0%","35.7%","0%",312,627,23,12.2,"37.7%",268,"22.7%","32.9%",0.37,0.54
"Kalista","ADC",2,"0.6%","0.0%","0.6%","50%","100%",7,4,6,3.3,"59.1%","22.2%","0%",-330,-313,-2,8,"25.7%",373,"19.7%","24.9%",0.34,0.2
"Karma","ADC",1,"0.3%","1.2%","4.0%","100%","0%",0,5,8,1.6,"88.9%","33.3%","0%",-1984,-1218,-79,0.6,"2.7%",101,"6.3%","8.0%",1.21,0.25
"Karma","Middle",4,"1.2%","1.2%","4.0%","50%","100%",4,4,29,8.3,"73.3%","11.1%","0%",-481,-464,-10,8,"22.1%",326,"18.3%","19.2%",0.51,0.25
"Karma","Support",4,"1.2%","1.2%","4.0%","75%","75%",2,9,44,5.1,"78.0%","18.0%","25%",-191,28,-10,0.6,"2.0%",178,"9.6%","9.0%",1.52,0.31
"Karthus","ADC",6,"1.8%","4.0%","6.4%","50%","83%",23,23,32,2.4,"74.3%","26.7%","50%",282,273,14.5,9,"26.8%",588,"33.1%","24.6%",0.33,0.14
"Karthus","Middle",2,"0.6%","4.0%","6.4%","0%","50%",7,3,5,4,"70.6%","15.0%","0%",758,658,23,9.1,"31.6%",456,"38.2%","27.2%",0.3,0.17
"Kassadin","Middle",4,"1.2%","0.9%","2.1%","50%","100%",17,13,29,3.5,"78.0%","25.0%","25%",-175,-15,-8.3,9.1,"25.3%",539,"27.4%","23.2%",0.41,0.27
"Kayle","-",0,"0%","0.3%","0.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kennen","ADC",4,"1.2%","13.7%","22.9%","25%","100%",7,11,16,2.1,"56.1%","20.0%","0%",67,213,11,9.2,"26.2%",356,"24.8%","23.6%",0.34,0.57
"Kennen","Top",26,"7.9%","13.7%","22.9%","46%","62%",77,82,141,2.7,"58.6%","22.2%","4%",110,55,7.8,8.7,"26.3%",529,"26.9%","23.1%",0.42,0.18
"Kindred","Jungle",63,"19.2%","20.4%","39.6%","48%","48%",183,166,384,3.4,"74.0%","21.5%","44%",93,53,2,6.1,"17.1%",335,"17.2%","19.6%",0.43,0.53
"Kled","Middle",12,"3.7%","12.2%","20.7%","58%","58%",49,33,92,4.3,"69.1%","20.6%","25%",-78,-251,-10.4,8.7,"26.9%",377,"20.4%","24.3%",0.47,0.22
"Kled","Top",16,"4.9%","12.2%","20.7%","56%","56%",38,34,111,4.4,"72.7%","17.9%","31%",274,288,1.7,8.5,"25.0%",373,"20.3%","22.8%",0.43,0.16
"Kog'Maw","ADC",5,"1.5%","0.3%","1.8%","40%","100%",6,12,16,1.8,"57.9%","20.0%","0%",-249,-220,-8.6,10.5,"30.9%",414,"25.4%","26.7%",0.27,0.33
"LeBlanc","Middle",38,"11.6%","23.5%","35.1%","45%","79%",137,88,175,3.5,"67.1%","18.0%","29%",69,65,0.3,8.3,"24.0%",496,"27.1%","22.8%",0.43,0.23
"Lee Sin","Jungle",19,"5.8%","1.5%","7.3%","47%","74%",34,58,118,2.6,"66.1%","24.0%","63%",-25,-51,-1.7,5.2,"12.2%",196,"10.9%","16.0%",0.92,0.38
"Leona","Support",9,"2.7%","0.3%","3.0%","56%","100%",9,29,67,2.6,"59.4%","26.4%","22%",157,165,6.8,1.9,"6.5%",133,"8.6%","10.2%",1.28,0.32
"Lissandra","Middle",8,"2.4%","1.8%","4.3%","75%","100%",28,20,62,4.5,"72.0%","25.3%","25%",147,405,-0.1,8.7,"22.7%",421,"24.5%","21.7%",0.48,0.24
"Lucian","ADC",63,"19.2%","25.3%","45.7%","51%","33%",194,135,310,3.7,"67.7%","18.6%","21%",162,68,8.8,9.5,"29.6%",444,"26.3%","25.9%",0.36,0.37
"Lucian","Middle",4,"1.2%","25.3%","45.7%","50%","50%",19,8,16,4.4,"77.8%","17.0%","0%",185,34,14.5,9.6,"30.6%",560,"32.0%","27.0%",0.41,0.29
"Lulu","ADC",1,"0.3%","15.5%","25.3%","100%","0%",0,1,11,11,"73.3%","16.7%","0%",-1344,-743,-71,0.3,"1.8%",234,"10.4%","9.5%",0.81,0.23
"Lulu","Middle",30,"9.1%","15.5%","25.3%","57%","47%",60,55,210,4.9,"79.2%","16.4%","23%",113,131,5.2,8,"21.6%",375,"21.1%","20.9%",0.41,0.21
"Lulu","Support",1,"0.3%","15.5%","25.3%","0%","0%",0,1,2,2,"100.0%","14.3%","0%",-491,-195,5,0.7,"0.8%",141,"20.1%","9.1%",0.96,0.13
"Malphite","Top",8,"2.4%","2.4%","4.9%","50%","75%",19,12,39,4.8,"52.3%","15.6%","13%",-168,-118,-5.3,7.6,"23.2%",340,"20.6%","20.5%",0.42,0.25
"Malzahar","Middle",5,"1.5%","0.9%","2.4%","80%","100%",4,7,32,5.1,"65.5%","18.9%","0%",-40,110,0.8,8.7,"26.2%",370,"24.6%","21.6%",0.67,0.19
"Maokai","Top",3,"0.9%","0.0%","0.9%","33%","100%",2,6,10,2,"57.1%","18.2%","33%",-1,-99,-8.7,7.5,"22.9%",329,"24.9%","19.9%",0.46,0.11
"Master Yi","Jungle",3,"0.9%","1.8%","2.7%","0%","100%",6,7,8,2,"87.5%","21.2%","0%",182,178,15.3,9,"31.5%",305,"33.6%","32.4%",0.41,0.27
"Miss Fortune","ADC",18,"5.5%","2.1%","7.6%","56%","61%",76,38,121,5.2,"73.2%","15.1%","28%",139,109,0.8,9.1,"29.0%",621,"31.0%","25.7%",0.34,0.32
"Mordekaiser","ADC",1,"0.3%","2.4%","4.0%","0%","100%",2,3,4,2,"66.7%","20.0%","0%",-257,332,-11,8.2,"25.3%",189,"16.7%","22.5%",1.1,0.32
"Mordekaiser","Middle",3,"0.9%","2.4%","4.0%","0%","0%",3,8,4,0.9,"58.3%","18.2%","33%",-1157,-1338,-53.3,4.5,"13.8%",169,"12.4%","14.3%",0.77,0.22
"Mordekaiser","Support",1,"0.3%","2.4%","4.0%","100%","100%",4,2,8,6,"80.0%","22.2%","0%",39,989,33,4.6,"12.9%",320,"16.0%","15.8%",1.14,0.23
"Morgana","ADC",18,"5.5%","22.3%","41.8%","39%","50%",29,52,148,3.4,"73.4%","19.7%","28%",-179,32,-5,7.4,"21.0%",515,"26.1%","20.1%",0.46,0.23
"Morgana","Support",46,"14.0%","22.3%","41.8%","39%","72%",41,129,395,3.4,"75.6%","20.7%","24%",105,167,-5.1,0.7,"2.6%",266,"14.4%","10.6%",1.39,0.35
"Nami","Support",1,"0.3%","0.3%","0.6%","100%","0%",3,3,8,3.7,"61.1%","27.3%","0%",42,116,-15,0.1,"0.7%",153,"9.0%","9.5%",1.02,0.06
"Nautilus","Support",4,"1.2%","0.3%","1.5%","25%","75%",6,13,24,2.3,"76.9%","33.3%","25%",149,189,8.8,1.9,"5.7%",127,"9.1%","10.0%",1.55,0.21
"Nidalee","Jungle",4,"1.2%","5.2%","6.4%","100%","75%",23,7,36,8.4,"85.5%","13.7%","50%",238,538,12.3,6.4,"18.9%",582,"25.3%","22.0%",0.47,0.56
"Nocturne","Jungle",55,"16.8%","31.7%","48.5%","58%","22%",134,146,288,2.9,"62.3%","23.5%","40%",138,199,1,5.6,"14.9%",230,"13.5%","18.2%",0.44,0.36
"Nunu & Willump","Jungle",1,"0.3%","0.3%","0.6%","0%","100%",2,2,9,5.5,"73.3%","22.2%","0%",-1874,-1724,-116,0.9,"4.2%",82,"5.8%","13.1%",1.07,0.3
"Olaf","Jungle",28,"8.5%","4.6%","13.1%","61%","79%",80,66,172,3.8,"68.7%","20.7%","61%",224,116,0.9,5.4,"15.4%",255,"14.3%","18.4%",0.92,0.44
"Orianna","ADC",17,"5.2%","12.2%","29.6%","53%","47%",53,46,115,3.7,"73.0%","18.5%","24%",138,-79,4.4,9,"28.2%",585,"29.5%","24.6%",0.32,0.22
"Orianna","Middle",40,"12.2%","12.2%","29.6%","48%","48%",133,85,233,4.3,"73.3%","19.1%","25%",128,167,8.3,9.4,"27.0%",527,"27.7%","24.3%",0.44,0.2
"Ornn","Middle",1,"0.3%","14.9%","39.3%","100%","100%",3,3,3,2,"46.2%","25.0%","100%",254,293,10,7.9,"22.4%",396,"22.8%","20.4%",0.41,0.23
"Ornn","Support",1,"0.3%","14.9%","39.3%","100%","100%",0,2,10,5,"100.0%","25.0%","100%",-118,-18,-6,1.5,"6.6%",119,"10.9%","9.0%",0.65,0.12
"Ornn","Top",78,"23.8%","14.9%","39.3%","49%","45%",119,162,548,4.1,"62.3%","16.8%","18%",-12,45,-0.1,7.6,"22.1%",345,"19.0%","19.7%",0.45,0.12
"Poppy","Middle",1,"0.3%","0.0%","3.4%","100%","100%",10,1,8,18,"72.0%","9.1%","0%",894,1074,19,9.1,"27.0%",960,"29.6%","27.1%",0.39,0.1
"Poppy","Top",10,"3.0%","0.0%","3.4%","20%","80%",12,25,50,2.5,"59.6%","16.7%","10%",-287,-223,-7.5,7.9,"24.6%",336,"19.9%","20.8%",0.43,0.17
"Pyke","ADC",1,"0.3%","6.1%","16.2%","0%","100%",0,3,1,0.3,"100.0%","27.3%","0%",-1165,-677,-59,1.8,"4.0%",97,"10.1%","6.3%",1.05,0.16
"Pyke","Support",32,"9.8%","6.1%","16.2%","31%","72%",76,83,192,3.2,"63.1%","16.3%","28%",-15,-133,5.1,2.2,"7.7%",156,"8.5%","12.0%",1.4,0.47
"Quinn","Top",4,"1.2%","0.6%","1.8%","25%","100%",10,16,11,1.3,"61.8%","31.4%","25%",133,66,1.7,8.9,"25.6%",509,"29.0%","24.4%",0.43,0.23
"Rakan","Jungle",2,"0.6%","43.3%","75.0%","50%","0%",0,4,22,5.5,"81.5%","22.2%","100%",-586,-67,-40.5,0.9,"3.3%",89,"5.2%","10.4%",1.25,0.66
"Rakan","Support",102,"31.1%","43.3%","75.0%","58%","32%",82,243,915,4.1,"77.6%","20.4%","22%",24,-55,-9.7,0.6,"2.1%",167,"9.8%","10.2%",1.42,0.38
"Rek'Sai","Jungle",12,"3.7%","2.4%","6.1%","58%","83%",22,24,61,3.5,"64.8%","17.8%","42%",-5,306,3.2,5.4,"15.7%",186,"11.2%","18.5%",0.48,0.43
"Renekton","ADC",2,"0.6%","0.9%","2.1%","0%","100%",3,9,10,1.4,"59.1%","23.1%","0%",-332,46,-13.5,7.7,"29.1%",203,"13.8%","21.4%",0.31,0.15
"Renekton","Middle",2,"0.6%","0.9%","2.1%","50%","100%",7,7,4,1.6,"42.3%","25.9%","0%",225,-72,8,9.4,"31.5%",348,"21.5%","26.7%",0.29,0.34
"Rengar","Jungle",3,"0.9%","0.9%","1.8%","33%","100%",16,9,11,3,"77.1%","23.7%","67%",405,117,9,6.4,"19.4%",412,"20.6%","22.3%",0.83,0.39
"Rumble","Middle",5,"1.5%","0.3%","1.8%","40%","80%",19,11,39,5.3,"85.3%","18.0%","20%",85,273,7.8,8.4,"23.0%",569,"29.2%","23.6%",0.55,0.12
"Ryze","ADC",5,"1.5%","25.0%","56.1%","40%","60%",13,13,30,3.3,"69.4%","18.6%","20%",-471,-374,-13,7.9,"28.3%",384,"24.7%","23.0%",0.37,0.16
"Ryze","Middle",86,"26.2%","25.0%","56.1%","44%","35%",281,208,405,3.3,"66.8%","19.7%","28%",-45,-131,-3.5,9.6,"28.6%",430,"25.1%","25.7%",0.49,0.19
"Ryze","Top",11,"3.4%","25.0%","56.1%","36%","27%",27,36,42,1.9,"60.5%","24.0%","9%",-87,-284,-3.6,9.2,"29.0%",485,"26.8%","25.1%",0.42,0.1
"Sejuani","Jungle",49,"14.9%","9.1%","24.1%","39%","69%",72,113,348,3.7,"72.9%","17.9%","29%",-242,-234,-5.3,4.6,"12.2%",191,"11.1%","15.8%",0.46,0.43
"Shen","ADC",4,"1.2%","19.8%","49.7%","75%","50%",6,7,38,6.3,"81.5%","19.4%","25%",-1165,-750,-65,2.2,"7.2%",112,"8.0%","8.5%",1.11,0.28
"Shen","Support",82,"25.0%","19.8%","49.7%","52%","35%",87,198,730,4.1,"73.6%","20.8%","38%",72,110,4.7,2.2,"7.2%",115,"6.3%","10.9%",1.52,0.35
"Shen","Top",12,"3.7%","19.8%","49.7%","58%","75%",27,24,63,3.8,"72.0%","22.0%","33%",156,215,-0.9,8.9,"26.9%",271,"17.5%","22.9%",0.44,0.11
"Shyvana","Jungle",2,"0.6%","0.0%","0.6%","0%","100%",1,7,4,0.7,"62.5%","22.6%","50%",372,1452,33.5,8.1,"24.9%",302,"23.4%","25.5%",0.38,0.4
"Singed","Top",26,"7.9%","11.6%","19.5%","42%","69%",32,53,181,4,"69.8%","17.8%","12%",-76,-42,-4.5,8.5,"26.2%",391,"24.4%","21.2%",0.42,0.12
"Sion","Top",1,"0.3%","0.0%","0.3%","100%","0%",2,2,2,2,"66.7%","22.2%","0%",54,147,5,7.2,"21.3%",219,"13.4%","20.4%",0.49,0.22
"Sivir","ADC",7,"2.1%","1.5%","3.7%","43%","71%",18,11,21,3.5,"67.2%","15.7%","14%",-141,-9,0.9,10.5,"32.6%",517,"32.4%","28.0%",0.33,0.31
"Skarner","Jungle",18,"5.5%","1.5%","7.0%","28%","72%",22,47,91,2.4,"67.7%","19.3%","17%",-153,-47,-0.5,4.9,"12.3%",131,"8.7%","16.7%",0.95,0.31
"Soraka","Support",12,"3.7%","1.2%","4.9%","42%","83%",3,36,98,2.8,"75.9%","20.8%","17%",-133,-123,-7.9,0.4,"1.8%",201,"11.7%","8.5%",1.23,0.22
"Swain","ADC",67,"20.4%","31.4%","62.2%","55%","12%",212,155,441,4.2,"70.6%","20.2%","30%",-64,74,-3.9,8.3,"25.1%",453,"25.7%","22.5%",0.32,0.22
"Swain","Middle",22,"6.7%","31.4%","62.2%","41%","23%",61,68,116,2.6,"71.1%","21.0%","9%",-156,-37,2.4,8.3,"25.3%",494,"29.0%","22.7%",0.4,0.16
"Swain","Top",12,"3.7%","31.4%","62.2%","58%","50%",36,23,59,4.1,"61.7%","20.7%","25%",159,169,0.3,7.9,"24.9%",445,"26.1%","22.0%",0.48,0.18
"Syndra","Middle",13,"4.0%","1.5%","5.5%","54%","69%",47,34,77,3.6,"65.3%","17.6%","31%",-89,-204,5.6,8.6,"25.0%",494,"24.9%","23.0%",0.43,0.17
"Tahm Kench","Support",123,"37.5%","30.8%","68.3%","52%","29%",94,333,826,2.8,"62.1%","22.1%","20%",-36,40,5.6,2,"6.7%",126,"6.9%","10.2%",1.42,0.2
"Taliyah","ADC",3,"0.9%","58.2%","77.7%","0%","67%",9,12,20,2.4,"80.6%","16.9%","0%",-487,-262,-2.7,8.3,"24.7%",521,"28.3%","23.4%",0.33,0.24
"Taliyah","Jungle",48,"14.6%","58.2%","77.7%","44%","21%",158,148,297,3.1,"76.0%","21.6%","35%",124,271,4.6,5.7,"16.5%",421,"22.7%","19.4%",0.57,0.36
