"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Kayn","Jungle",2,"0.6%","0.0%","0.6%","0%","50%",1,8,3,0.5,"44.4%","22.9%","0%",-1018,-332,-1,5.4,"13.1%",239,"16.6%","18.4%",0.24,0.33
"Kennen","Middle",1,"0.3%","5.4%","12.8%","100%","100%",3,0,9,12,"70.6%","0.0%","100%",401,180,-4,7.6,"18.2%",513,"27.0%","20.5%",0.3,0.15
"Kennen","Top",24,"7.2%","5.4%","12.8%","50%","58%",60,101,126,1.8,"56.2%","30.0%","4%",-53,-76,1.3,7.5,"22.9%",486,"24.9%","21.4%",0.38,0.18
"Kindred","Jungle",16,"4.8%","5.4%","10.1%","63%","100%",68,35,87,4.4,"78.3%","20.2%","69%",35,92,-2.5,6.4,"19.8%",364,"20.2%","21.5%",0.33,0.61
"Kog'Maw","ADC",2,"0.6%","0.0%","0.6%","0%","100%",2,2,1,1.5,"75.0%","8.3%","50%",172,113,4,10.3,"30.9%",594,"36.5%","28.2%",0.33,0.21
"LeBlanc","Middle",51,"15.2%","40.9%","56.1%","37%","53%",188,111,233,3.8,"68.2%","15.4%","18%",17,112,2.1,7.7,"22.2%",515,"27.5%","22.7%",0.4,0.25
"Lee Sin","Jungle",129,"38.5%","26.0%","64.5%","54%","61%",410,340,885,3.8,"72.5%","20.7%","43%",-55,-157,-3.8,5.3,"15.7%",249,"13.1%","18.1%",0.57,0.34
"Leona","Support",88,"26.3%","12.8%","39.1%","53%","68%",58,287,667,2.5,"60.4%","24.9%","30%",-2,-36,0.2,1.1,"2.8%",114,"6.1%","8.7%",1.6,0.4
"Lillia","Jungle",10,"3.0%","2.7%","5.7%","50%","80%",43,40,71,2.9,"72.2%","26.0%","40%",351,137,0,6.5,"20.2%",540,"24.2%","20.8%",0.5,0.34
"Lissandra","Middle",4,"1.2%","2.4%","3.6%","100%","100%",13,13,42,4.2,"64.0%","27.1%","0%",-97,-2,0,7.8,"21.8%",581,"22.4%","20.6%",0.33,0.17
"Lucian","ADC",4,"1.2%","0.6%","2.4%","0%","100%",12,17,20,1.9,"64.0%","21.5%","75%",-59,-95,-4.3,8.7,"32.7%",478,"24.8%","26.3%",0.36,0.36
"Lucian","Top",2,"0.6%","0.6%","2.4%","50%","100%",8,6,12,3.3,"58.8%","16.2%","0%",577,750,18.5,9.3,"31.8%",600,"31.5%","28.6%",0.38,0.15
"Lulu","Middle",1,"0.3%","0.3%","2.4%","0%","100%",2,0,6,8,"88.9%","0.0%","100%",283,116,0,7.3,"24.8%",330,"19.6%","23.9%",0.42,0.26
"Lulu","Support",6,"1.8%","0.3%","2.4%","50%","83%",2,12,56,4.8,"70.7%","16.2%","17%",135,79,1.8,0.9,"2.1%",96,"4.6%","9.4%",1.26,0.26
"Lux","Support",15,"4.5%","1.5%","6.0%","67%","40%",15,34,124,4.1,"63.8%","19.4%","27%",56,-51,-1.8,1,"3.1%",191,"9.2%","9.8%",1.79,0.35
"Malphite","Top",3,"0.9%","0.0%","0.9%","33%","100%",7,12,14,1.8,"61.8%","19.7%","0%",-46,102,-1.7,6.5,"20.3%",447,"25.9%","21.6%",0.32,0.17
"Maokai","Support",3,"0.9%","0.9%","3.9%","33%","0%",2,11,21,2.1,"57.5%","21.2%","0%",426,108,45.3,5.6,"17.4%",275,"15.5%","15.8%",0.48,0.15
"Maokai","Top",7,"2.1%","0.9%","3.9%","57%","86%",8,17,43,3,"56.0%","20.5%","29%",1,179,-3.9,7.3,"21.3%",509,"26.7%","19.5%",0.39,0.16
"Miss Fortune","ADC",14,"4.2%","0.3%","4.5%","29%","79%",40,41,57,2.4,"66.0%","18.5%","14%",-160,-139,-1.1,9.7,"33.8%",481,"28.3%","27.5%",0.43,0.37
"Mordekaiser","Top",54,"16.1%","8.7%","24.8%","48%","81%",157,182,175,1.8,"51.7%","25.5%","11%",-295,-48,-5.5,7.6,"23.7%",413,"22.2%","22.1%",0.42,0.11
"Morgana","Support",3,"0.9%","1.5%","2.4%","67%","100%",4,9,29,3.7,"71.7%","22.5%","0%",446,345,-1.3,1,"3.6%",295,"15.7%","12.2%",1.42,0.38
"Nautilus","Middle",1,"0.3%","18.5%","64.2%","0%","100%",1,3,6,2.3,"87.5%","13.6%","0%",-177,-17,1,7.9,"23.0%",368,"20.6%","24.1%",0.17,0.37
"Nautilus","Support",152,"45.4%","18.5%","64.2%","54%","46%",99,495,1150,2.5,"60.9%","24.7%","20%",-36,-43,0,1.1,"2.6%",135,"7.2%","8.6%",1.58,0.29
"Neeko","Middle",2,"0.6%","0.0%","0.6%","100%","100%",5,2,20,12.5,"80.6%","18.2%","50%",153,295,13.5,8.6,"21.4%",570,"24.4%","21.1%",0.32,0.37
"Nidalee","Jungle",47,"14.0%","50.1%","64.2%","49%","40%",188,114,237,3.7,"72.5%","18.9%","34%",332,452,8.5,6.7,"19.7%",408,"22.0%","21.6%",0.87,0.53
"Nocturne","Jungle",1,"0.3%","0.0%","0.3%","100%","100%",4,3,8,4,"46.2%","17.6%","0%",-420,-311,-8,5.6,"16.9%",244,"10.6%","16.0%",0.9,0.47
"Olaf","Jungle",43,"12.8%","11.3%","24.2%","49%","63%",100,116,225,2.8,"65.1%","20.0%","35%",-70,-3,-0.5,5.3,"14.9%",275,"15.1%","17.6%",0.37,0.43
"Orianna","Middle",49,"14.6%","10.7%","25.4%","49%","63%",170,111,297,4.2,"77.6%","18.0%","20%",32,84,4.3,8.6,"25.6%",544,"29.1%","24.2%",0.43,0.24
"Ornn","Middle",1,"0.3%","38.5%","73.1%","0%","100%",2,6,6,1.3,"72.7%","28.6%","0%",-495,-1039,-7,6.5,"21.3%",322,"20.9%","19.6%",0.51,0.08
"Ornn","Top",115,"34.3%","38.5%","73.1%","47%","36%",179,301,751,3.1,"64.1%","20.0%","24%",-164,-81,-4.3,7,"20.8%",354,"19.1%","19.5%",0.46,0.14
"Pantheon","Middle",1,"0.3%","3.9%","6.3%","100%","0%",2,3,9,3.7,"68.8%","37.5%","100%",-169,28,-9,6.6,"16.2%",426,"20.9%","16.9%",0.25,0.19
"Pantheon","Support",7,"2.1%","3.9%","6.3%","29%","100%",7,28,39,1.6,"63.9%","26.7%","43%",196,350,7.6,2.3,"6.3%",218,"13.6%","10.2%",2.05,0.47
"Poppy","Jungle",1,"0.3%","0.0%","0.6%","0%","100%",2,6,3,0.8,"45.5%","27.3%","0%",-951,-559,1,5.9,"21.4%",311,"13.5%","17.7%",1.26,0.63
"Poppy","Top",1,"0.3%","0.0%","0.6%","0%","100%",1,4,4,1.3,"45.5%","36.4%","100%",1210,1212,27,8.4,"28.8%",335,"27.8%","22.2%",0.36,0
"Pyke","Support",1,"0.3%","0.0%","0.3%","0%","100%",6,1,1,7,"63.6%","5.3%","0%",545,176,5,1.5,"5.0%",208,"9.7%","15.8%",1.64,0.75
"Qiyana","Jungle",1,"0.3%","0.3%","1.2%","0%","0%",7,6,4,1.8,"73.3%","42.9%","0%",619,1016,11,6,"19.1%",444,"23.6%","20.6%",1.06,0.87
"Qiyana","Middle",2,"0.6%","0.3%","1.2%","100%","100%",13,2,13,13,"57.8%","18.2%","0%",252,518,10.5,9.1,"25.9%",553,"21.6%","22.6%",0.54,0.53
"Quinn","Top",8,"2.4%","2.1%","4.5%","63%","100%",22,16,43,4.1,"56.5%","19.5%","25%",320,260,16.6,9.1,"28.5%",745,"32.5%","25.2%",0.31,0.2
"Rakan","Support",1,"0.3%","0.0%","0.3%","100%","100%",1,3,13,4.7,"66.7%","27.3%","0%",47,249,1,1.2,"2.8%",123,"5.8%","10.6%",1.46,0.34
"Rek'Sai","Jungle",26,"7.8%","7.2%","14.9%","42%","96%",93,80,119,2.7,"62.4%","20.4%","54%",-22,64,1.9,5.3,"15.1%",255,"14.2%","18.6%",0.47,0.44
"Renekton","ADC",1,"0.3%","36.1%","74.3%","100%","0%",10,0,6,16,"61.5%","0.0%","0%",344,1711,20,7.9,"25.7%",433,"17.2%","28.2%",0.35,0.32
"Renekton","Middle",1,"0.3%","36.1%","74.3%","100%","0%",3,0,9,12,"54.5%","0.0%","0%",-115,-108,-6,7.5,"22.0%",260,"11.4%","21.5%",0.56,0.3
"Renekton","Top",126,"37.6%","36.1%","74.3%","52%","23%",311,357,609,2.6,"56.2%","22.7%","21%",239,134,6.3,8,"24.2%",353,"19.6%","22.5%",0.39,0.23
"Rumble","Middle",12,"3.6%","6.0%","10.1%","50%","75%",49,32,73,3.8,"72.6%","19.0%","25%",-195,-216,-8.1,7.2,"21.6%",512,"27.8%","22.8%",0.53,0.17
"Rumble","Top",2,"0.6%","6.0%","10.1%","50%","0%",6,11,18,2.2,"80.0%","31.4%","0%",-511,-364,-6,7,"25.7%",608,"31.9%","21.9%",0.26,0.13
"Ryze","Middle",3,"0.9%","0.0%","0.9%","33%","67%",10,6,14,4,"80.0%","13.6%","0%",-236,-31,1.3,10.7,"35.2%",489,"27.7%","30.1%",0.49,0.12
"Sejuani","Jungle",1,"0.3%","0.0%","0.6%","0%","100%",0,4,13,3.3,"81.3%","19.0%","0%",-570,283,-2,5.3,"15.3%",206,"11.7%","14.9%",1.46,0.9
"Sejuani","Support",1,"0.3%","0.0%","0.6%","0%","0%",0,3,3,1,"60.0%","23.1%","0%",-103,-52,2,1.6,"6.5%",144,"10.0%","8.7%",2.42,0.75
"Senna","ADC",27,"8.1%","7.8%","16.1%","48%","78%",55,46,183,5.2,"75.6%","13.9%","15%",-321,-74,-24.4,5.7,"18.6%",426,"22.4%","19.2%",0.65,0.41
"Senna","Support",1,"0.3%","7.8%","16.1%","0%","100%",2,5,2,0.8,"40.0%","27.8%","0%",-235,273,-3,1.2,"4.9%",267,"16.7%","10.3%",1.7,0.63
"Sett","Jungle",33,"9.9%","30.7%","60.6%","61%","45%",62,102,255,3.1,"66.6%","25.1%","48%",-140,-56,-1.1,5.2,"14.6%",274,"13.2%","16.2%",0.35,0.48
"Sett","Middle",17,"5.1%","30.7%","60.6%","59%","24%",35,44,129,3.7,"68.3%","19.3%","12%",-35,-73,-5.1,7,"18.0%",328,"16.8%","19.2%",0.36,0.24
"Sett","Support",40,"11.9%","30.7%","60.6%","30%","48%",47,170,256,1.8,"61.2%","26.5%","30%",142,52,2.9,1.4,"4.0%",214,"12.0%","9.9%",1.47,0.4
"Sett","Top",10,"3.0%","30.7%","60.6%","10%","60%",16,44,32,1.1,"60.0%","23.9%","10%",-240,-57,-4.6,6.7,"20.1%",375,"22.0%","20.3%",0.29,0.22
"Shen","Support",3,"0.9%","0.3%","1.5%","100%","100%",3,6,34,6.2,"82.2%","17.6%","33%",23,45,-1.3,1.2,"3.0%",153,"7.2%","9.9%",2.44,0.51
"Shen","Top",1,"0.3%","0.3%","1.5%","0%","100%",2,3,11,4.3,"72.2%","16.7%","0%",-340,1,-16,7.3,"23.1%",594,"27.8%","20.3%",0.59,0.05
"Sion","Top",2,"0.6%","0.0%","0.6%","50%","100%",1,6,15,2.7,"61.5%","20.0%","0%",112,272,6.5,7.6,"23.1%",510,"22.5%","18.5%",0.48,0.16
"Sivir","ADC",1,"0.3%","0.3%","0.6%","0%","100%",3,2,4,3.5,"87.5%","10.5%","0%",508,455,15,11.7,"36.6%",530,"38.0%","34.0%",0.38,0.48
"Sylas","Jungle",2,"0.6%","5.7%","20.0%","50%","100%",4,5,12,3.2,"69.6%","17.9%","50%",174,-61,4,6.4,"19.5%",287,"14.2%","19.3%",0.48,0.19
"Sylas","Middle",33,"9.9%","5.7%","20.0%","42%","82%",136,85,176,3.7,"71.2%","17.6%","18%",-166,-101,-4.4,8.2,"25.0%",478,"25.5%","24.4%",0.34,0.21
"Sylas","Top",13,"3.9%","5.7%","20.0%","62%","100%",43,42,98,3.4,"72.3%","27.3%","62%",169,23,-1.6,7,"21.3%",489,"22.9%","21.5%",0.36,0.17
"Syndra","Middle",94,"28.1%","55.2%","83.3%","52%","12%",356,211,448,3.8,"67.8%","17.2%","30%",56,-4,5.9,8.6,"25.6%",565,"29.1%","24.3%",0.41,0.19
"Tahm Kench","Support",39,"11.6%","7.5%","19.1%","41%","72%",18,115,256,2.4,"62.8%","24.7%","13%",-57,42,2.8,1.3,"3.0%",126,"6.7%","8.9%",1.48,0.23
"Taric","Support",14,"4.2%","2.1%","6.3%","64%","64%",8,38,131,3.7,"79.4%","25.9%","21%",-188,-140,-6.1,1.1,"2.6%",83,"4.5%","9.6%",1.44,0.26
"Thresh","Support",116,"34.6%","34.0%","68.7%","48%","25%",61,341,948,3,"71.1%","22.5%","32%",0,-18,-0.4,1,"2.2%",109,"5.9%","8.7%",1.56,0.32
"Trundle","Jungle",122,"36.4%","16.7%","53.1%","46%","31%",169,287,884,3.7,"75.3%","18.5%","39%",-125,-189,-3.9,4.9,"13.6%",163,"9.4%","16.3%",0.39,0.52
"Twisted Fate","Middle",77,"23.0%","38.2%","61.2%","57%","36%",181,161,561,4.6,"73.0%","18.4%","25%",294,-41,-1.9,8.4,"24.2%",426,"22.8%","24.6%",0.37,0.17
"Urgot","Top",1,"0.3%","0.0%","0.3%","100%","0%",3,2,5,4,"61.5%","18.2%","0%",287,559,20,7.7,"25.5%",382,"15.5%","22.3%",0.48,0.31
"Varus","ADC",19,"5.7%","61.2%","66.9%","53%","79%",70,49,108,3.6,"66.4%","18.2%","11%",-112,-155,-0.6,9.1,"32.0%",639,"31.0%","26.1%",0.4,0.5
"Vayne","-",0,"0%","0.3%","0.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vladimir","Top",1,"0.3%","0.0%","0.3%","100%","100%",2,3,1,1,"15.8%","27.3%","0%",-35,-183,0,9.4,"32.0%",624,"25.7%","20.7%",0.34,0.11
"Volibear","Jungle",71,"21.2%","24.8%","61.2%","48%","24%",143,176,528,3.8,"69.0%","18.6%","38%",-70,-37,0,5.2,"14.6%",246,"12.1%","16.9%",0.46,0.41
"Volibear","Top",51,"15.2%","24.8%","61.2%","43%","24%",130,146,281,2.8,"61.3%","21.7%","20%",6,-54,0.5,7.2,"22.0%",367,"20.1%","20.9%",0.39,0.19
"Wukong","Support",1,"0.3%","29.3%","54.6%","100%","0%",1,5,7,1.6,"53.3%","41.7%","0%",1188,640,58,5.8,"15.7%",191,"7.5%","17.3%",0.23,0.17
"Wukong","Top",84,"25.1%","29.3%","54.6%","51%","30%",266,237,376,2.7,"59.1%","22.5%","21%",-89,-66,-6.3,7.7,"24.6%",362,"20.4%","22.9%",0.32,0.17
"Xayah","ADC",1,"0.3%","0.0%","0.3%","100%","100%",10,4,10,5,"76.9%","20.0%","0%",1390,428,11,9.5,"36.6%",937,"37.0%","31.0%",0.37,0.61
"Yuumi","Support",27,"8.1%","9.9%","17.9%","41%","41%",11,45,256,5.9,"83.7%","12.8%","15%",-92,0,-6.2,0.6,"1.2%",276,"13.5%","8.4%",1.3,0.13
"Zed","Middle",2,"0.6%","0.0%","0.6%","0%","100%",4,7,1,0.7,"26.3%","17.9%","0%",-429,-397,-6,6.5,"19.4%",402,"25.6%","18.1%",0.28,0.06
"Ziggs","Middle",1,"0.3%","0.9%","1.2%","0%","100%",0,2,3,1.5,"100.0%","9.5%","0%",-1130,167,-1,9.4,"25.7%",655,"41.0%","26.5%",0.43,0.23
"Zilean","Middle",2,"0.6%","1.2%","2.1%","50%","100%",6,9,25,3.4,"83.8%","29.0%","100%",174,58,0,8,"23.1%",469,"22.2%","20.1%",0.47,0.25
"Zilean","Top",1,"0.3%","1.2%","2.1%","100%","100%",4,2,12,8,"88.9%","14.3%","0%",-79,-129,-4,5,"15.6%",590,"23.9%","18.5%",0.73,0.07
"Zoe","Middle",82,"24.5%","38.2%","62.7%","56%","37%",295,135,475,5.7,"71.4%","14.2%","27%",18,-43,0.1,7.7,"21.9%",576,"30.2%","22.7%",0.41,0.18
