"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Kled","Top",25,"10.8%","14.3%","25.5%","48%","95%",79,62,150,3.7,"67.8%","17.6%","-","-","-","-","-","-",459,"23.8%","23.5%",0.5,0.11
"Kog'Maw","ADC",17,"7.4%","10.4%","17.7%","71%","67%",78,42,84,3.9,"64.0%","21.2%","-","-","-","-","-","-",647,"30.8%","24.5%",0.36,0.26
"LeBlanc","Middle",23,"10.0%","55.4%","65.4%","39%","6%",123,62,109,3.7,"73.0%","19.8%","-","-","-","-","-","-",558,"27.4%","23.4%",0.42,0.25
"Lee Sin","Jungle",93,"40.3%","16.0%","56.3%","53%","53%",229,294,625,2.9,"67.7%","23.7%","-","-","-","-","-","-",216,"11.4%","17.2%",0.99,0.34
"Leona","Support",6,"2.6%","0.9%","3.5%","83%","100%",5,11,46,4.6,"58.0%","28.2%","-","-","-","-","-","-",100,"5.6%","11.7%",1.53,0.36
"Lissandra","Middle",4,"1.7%","0.0%","1.7%","25%","67%",13,14,15,2,"59.6%","21.9%","-","-","-","-","-","-",406,"22.8%","24.6%",0.44,0.27
"Lucian","ADC",28,"12.1%","2.6%","15.6%","50%","73%",81,59,115,3.3,"65.6%","17.2%","-","-","-","-","-","-",409,"24.1%","24.5%",0.4,0.25
"Lucian","Middle",2,"0.9%","2.6%","15.6%","50%","0%",1,6,9,1.7,"47.6%","20.7%","-","-","-","-","-","-",497,"26.6%","23.4%",0.49,0.27
"Lulu","Support",102,"44.2%","14.3%","58.4%","54%","22%",70,267,956,3.8,"72.7%","19.8%","-","-","-","-","-","-",131,"6.9%","11.8%",1.56,0.52
"Malzahar","Jungle",1,"0.4%","45.0%","71.9%","0%","100%",0,4,0,0,"0.0%","15.4%","-","-","-","-","-","-",153,"11.9%","16.2%",0.96,0.31
"Malzahar","Support",61,"26.4%","45.0%","71.9%","52%","19%",79,228,484,2.5,"62.6%","26.5%","-","-","-","-","-","-",248,"13.1%","11.9%",1.52,0.45
"Maokai","Top",71,"30.7%","12.1%","42.9%","54%","32%",159,178,459,3.5,"62.8%","18.8%","-","-","-","-","-","-",388,"20.5%","21.0%",0.49,0.13
"Miss Fortune","ADC",1,"0.4%","7.4%","17.7%","0%","100%",4,1,0,4,"66.7%","6.7%","-","-","-","-","-","-",273,"19.3%","28.7%",0.44,0.41
"Miss Fortune","Support",23,"10.0%","7.4%","17.7%","35%","94%",38,78,160,2.5,"65.3%","22.1%","-","-","-","-","-","-",375,"19.9%","14.3%",1.58,0.6
"Nami","Support",52,"22.5%","8.2%","30.7%","40%","81%",40,144,465,3.5,"77.5%","20.3%","-","-","-","-","-","-",151,"8.1%","11.6%",1.52,0.5
"Nautilus","Support",6,"2.6%","14.7%","45.9%","33%","60%",1,21,38,1.9,"69.6%","26.3%","-","-","-","-","-","-",135,"7.3%","10.7%",1.3,0.26
"Nautilus","Top",66,"28.6%","14.7%","45.9%","58%","47%",110,141,487,4.2,"62.8%","15.8%","-","-","-","-","-","-",331,"16.4%","20.3%",0.5,0.1
"Nidalee","Jungle",5,"2.2%","1.3%","3.5%","40%","100%",5,12,17,1.8,"68.8%","23.5%","-","-","-","-","-","-",262,"16.7%","19.7%",0.83,0.36
"Nocturne","Jungle",1,"0.4%","0.0%","0.4%","100%","100%",3,0,6,9,"75.0%","0.0%","-","-","-","-","-","-",329,"20.6%","20.2%",0.5,0.34
"Nunu & Willump","Jungle",1,"0.4%","0.0%","0.4%","0%","-",1,4,2,0.8,"50.0%","19.0%","-","-","-","-","-","-",80,"3.9%","15.3%",0.94,0.34
"Olaf","Jungle",5,"2.2%","2.2%","5.2%","40%","75%",8,14,30,2.7,"59.4%","19.7%","-","-","-","-","-","-",240,"13.6%","16.7%",0.56,0.52
"Olaf","Top",2,"0.9%","2.2%","5.2%","50%","100%",6,6,10,2.7,"66.7%","24.0%","-","-","-","-","-","-",455,"25.7%","23.2%",0.48,0.16
"Orianna","Middle",57,"24.7%","24.7%","49.4%","42%","42%",189,154,327,3.4,"73.2%","18.9%","-","-","-","-","-","-",484,"26.6%","24.7%",0.45,0.23
"Poppy","Top",12,"5.2%","2.2%","7.4%","33%","89%",31,26,59,3.5,"57.0%","14.0%","-","-","-","-","-","-",348,"18.4%","21.3%",0.57,0.18
"Rek'Sai","Jungle",35,"15.2%","5.2%","20.3%","43%","68%",49,98,189,2.4,"58.6%","18.9%","-","-","-","-","-","-",205,"11.4%","18.3%",0.9,0.52
"Renekton","Top",17,"7.4%","4.3%","11.7%","53%","93%",57,59,74,2.2,"58.0%","24.0%","-","-","-","-","-","-",421,"22.4%","23.9%",0.46,0.17
"Rengar","Jungle",66,"28.6%","64.1%","92.6%","61%","13%",201,225,404,2.7,"60.8%","24.7%","-","-","-","-","-","-",286,"14.2%","18.6%",0.85,0.36
"Rumble","Jungle",3,"1.3%","25.5%","49.8%","0%","100%",7,13,29,2.8,"81.8%","23.2%","-","-","-","-","-","-",468,"23.1%","17.8%",0.82,0.2
"Rumble","Top",53,"22.9%","25.5%","49.8%","40%","41%",168,170,275,2.6,"58.3%","21.1%","-","-","-","-","-","-",564,"28.0%","22.3%",0.56,0.11
"Ryze","Middle",60,"26.0%","37.7%","63.6%","47%","34%",182,130,283,3.6,"64.5%","17.4%","-","-","-","-","-","-",426,"23.6%","24.2%",0.53,0.19
"Shen","Top",60,"26.0%","32.5%","58.4%","45%","51%",127,130,395,4,"67.3%","16.5%","-","-","-","-","-","-",309,"16.7%","22.2%",0.51,0.1
"Singed","Top",6,"2.6%","2.2%","4.8%","33%","80%",4,18,48,2.9,"62.7%","18.2%","-","-","-","-","-","-",314,"17.2%","20.6%",0.48,0.11
"Sivir","ADC",22,"9.5%","3.9%","13.4%","45%","88%",74,46,118,4.2,"70.1%","16.1%","-","-","-","-","-","-",468,"26.7%","25.8%",0.4,0.23
"Syndra","Middle",68,"29.4%","45.9%","75.3%","54%","40%",298,195,320,3.2,"62.8%","22.2%","-","-","-","-","-","-",557,"28.5%","24.3%",0.47,0.16
"Tahm Kench","Support",32,"13.9%","14.7%","28.6%","53%","64%",17,106,220,2.2,"56.4%","25.2%","-","-","-","-","-","-",114,"5.7%","11.1%",1.42,0.34
"Taliyah","Middle",25,"10.8%","8.7%","19.5%","52%","55%",95,62,136,3.7,"71.5%","20.3%","-","-","-","-","-","-",558,"29.3%","24.1%",0.4,0.19
"Talon","Middle",10,"4.3%","6.5%","10.8%","80%","44%",50,31,66,3.7,"67.8%","31.0%","-","-","-","-","-","-",562,"26.9%","23.0%",0.45,0.25
"Taric","Support",2,"0.9%","0.0%","0.9%","50%","50%",0,7,13,1.9,"61.9%","20.0%","-","-","-","-","-","-",73,"3.9%","10.3%",1.54,0.34
"Thresh","Support",28,"12.1%","10.4%","22.5%","61%","95%",26,75,255,3.7,"71.0%","22.7%","-","-","-","-","-","-",137,"7.1%","11.3%",1.39,0.43
"Tristana","ADC",1,"0.4%","0.0%","0.4%","100%","100%",8,3,5,4.3,"81.3%","23.1%","-","-","-","-","-","-",374,"25.8%","27.9%",0.46,0.57
"Trundle","Support",4,"1.7%","2.2%","6.1%","50%","0%",3,11,22,2.3,"55.6%","20.0%","-","-","-","-","-","-",64,"2.8%","10.9%",1.61,0.7
"Trundle","Top",5,"2.2%","2.2%","6.1%","40%","100%",8,17,30,2.2,"57.6%","21.0%","-","-","-","-","-","-",371,"18.0%","22.5%",0.48,0.13
"Twisted Fate","Middle",7,"3.0%","1.3%","4.3%","43%","80%",17,22,47,2.9,"69.6%","19.6%","-","-","-","-","-","-",439,"24.3%","25.1%",0.42,0.21
"Twitch","ADC",5,"2.2%","0.0%","2.2%","20%","100%",17,13,21,2.9,"76.0%","18.3%","-","-","-","-","-","-",471,"28.9%","24.2%",0.38,0.22
"Varus","ADC",83,"35.9%","40.7%","77.1%","46%","27%",239,213,443,3.2,"62.5%","18.6%","-","-","-","-","-","-",500,"25.4%","23.1%",0.41,0.24
"Varus","Middle",1,"0.4%","40.7%","77.1%","0%","0%",3,5,5,1.6,"72.7%","20.0%","-","-","-","-","-","-",725,"33.3%","23.6%",0.52,0.14
"Vi","Jungle",3,"1.3%","0.4%","1.7%","33%","100%",5,16,24,1.8,"58.0%","26.7%","-","-","-","-","-","-",177,"8.9%","15.7%",0.99,0.31
"Viktor","Middle",22,"9.5%","3.9%","13.4%","50%","82%",104,61,114,3.6,"72.4%","20.0%","-","-","-","-","-","-",663,"33.7%","25.2%",0.4,0.2
"Vladimir","Middle",19,"8.2%","12.6%","20.8%","42%","81%",83,57,91,3.1,"69.3%","21.2%","-","-","-","-","-","-",699,"31.2%","24.1%",0.46,0.23
"Zed","Middle",10,"4.3%","7.4%","11.7%","70%","80%",67,33,74,4.3,"75.4%","25.4%","-","-","-","-","-","-",562,"26.8%","23.6%",0.43,0.2
"Ziggs","ADC",4,"1.7%","2.6%","5.2%","50%","100%",9,10,19,2.8,"68.3%","20.4%","-","-","-","-","-","-",528,"32.4%","22.7%",0.29,0.13
"Ziggs","Middle",2,"0.9%","2.6%","5.2%","50%","100%",5,5,13,3.6,"69.2%","20.8%","-","-","-","-","-","-",726,"37.9%","25.3%",0.39,0.13
"Zilean","Middle",1,"0.4%","0.9%","1.3%","100%","100%",5,1,10,15,"93.8%","16.7%","-","-","-","-","-","-",669,"28.8%","23.2%",0.46,0.14
"Zyra","Support",58,"25.1%","22.5%","47.6%","55%","56%",83,197,464,2.8,"64.3%","24.4%","-","-","-","-","-","-",394,"19.3%","13.2%",1.49,0.5
