"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Gragas","Top",1,"0.4%","6.9%","36.2%","0%","-",0,5,1,0.2,"12.5%","23.8%","-","-","-","-","-","-",312,"17.5%","19.4%",0.4,0.06
"Graves","Jungle",81,"34.9%","2.6%","37.5%","37%","-",307,260,423,2.8,"68.7%","19.6%","-","-","-","-","-","-",440,"21.1%","21.3%",0.62,0.48
"Hecarim","Jungle",68,"29.3%","14.7%","46.1%","54%","-",260,210,520,3.7,"72.6%","21.9%","-","-","-","-","-","-",327,"16.5%","19.7%",0.38,0.39
"Hecarim","Top",5,"2.2%","14.7%","46.1%","0%","-",11,17,11,1.3,"68.8%","18.5%","-","-","-","-","-","-",343,"21.1%","22.6%",0.47,0.14
"Irelia","Top",37,"15.9%","5.6%","21.6%","54%","-",143,95,165,3.2,"56.2%","19.8%","-","-","-","-","-","-",387,"19.7%","22.1%",0.5,0.12
"Janna","Support",2,"0.9%","0.0%","0.9%","0%","-",0,5,5,1,"41.7%","13.9%","-","-","-","-",0.6,"-",45,"4.2%","9.9%",1.2,0.3
"Jayce","Middle",1,"0.4%","0.0%","0.4%","100%","-",8,3,7,5,"83.3%","33.3%","-","-","-","-","-","-",928,"30.2%","23.4%",0.59,0.16
"Jhin","ADC",83,"35.8%","6.9%","42.7%","48%","-",357,222,565,4.2,"69.2%","17.2%","-","-","-","-","-","-",605,"28.5%","22.5%",0.37,0.12
"Jinx","ADC",1,"0.4%","0.0%","0.4%","0%","-",4,3,7,3.7,"84.6%","17.6%","-","-","-","-","-","-",628,"38.2%","27.9%",0.4,0.37
"Kalista","ADC",7,"3.0%","0.0%","3.0%","57%","-",28,25,38,2.6,"66.0%","24.5%","-","-","-","-","-","-",400,"21.5%","22.4%",0.4,0.19
"Karma","Middle",19,"8.2%","24.6%","62.1%","58%","-",58,52,163,4.3,"76.7%","19.5%","-","-","-","-","-","-",562,"25.3%","21.6%",0.46,0.19
"Karma","Support",68,"29.3%","24.6%","62.1%","38%","-",41,216,523,2.6,"74.4%","21.8%","-","-","-","-",0.6,"-",187,"9.7%","11.5%",1.37,0.4
"Kassadin","Middle",19,"8.2%","1.3%","9.5%","37%","-",94,56,99,3.4,"76.3%","18.5%","-","-","-","-",7.6,"-",514,"26.2%","22.8%",0.4,0.14
"Kha'Zix","Jungle",11,"4.7%","0.4%","5.6%","64%","-",70,30,71,4.7,"70.9%","18.2%","-","-","-","-","-","-",418,"19.8%","20.8%",0.33,0.32
"Kha'Zix","Top",1,"0.4%","0.4%","5.6%","0%","-",0,3,1,0.3,"20.0%","21.4%","-","-","-","-","-","-",267,"15.1%","20.2%",0.45,0.12
"Kindred","Jungle",36,"15.5%","21.1%","36.6%","64%","-",106,105,234,3.2,"65.0%","22.1%","-","-","-","-","-","-",418,"19.6%","20.3%",0.64,0.51
"Kog'Maw","ADC",19,"8.2%","2.2%","10.3%","42%","-",86,64,105,3,"73.7%","20.6%","-","-","-","-","-","-",539,"27.9%","24.7%",0.37,0.25
"LeBlanc","Middle",34,"14.7%","34.1%","48.7%","65%","-",193,87,206,4.6,"66.8%","20.3%","-","-","-","-","-","-",612,"28.0%","22.2%",0.36,0.22
"Lee Sin","Jungle",18,"7.8%","0.4%","8.2%","39%","-",68,63,139,3.3,"78.4%","21.1%","-","-","-","-",5.4,"-",288,"14.4%","19.2%",0.77,0.38
"Lissandra","Middle",31,"13.4%","13.8%","31.5%","55%","-",102,104,240,3.3,"68.1%","22.1%","-","-","-","-","-","-",468,"23.1%","22.2%",0.42,0.14
"Lissandra","Top",10,"4.3%","13.8%","31.5%","50%","-",31,40,81,2.8,"64.0%","25.2%","-","-","-","-","-","-",426,"19.6%","20.1%",0.51,0.13
"Lucian","ADC",67,"28.9%","12.1%","40.9%","42%","-",261,165,326,3.6,"69.3%","17.7%","-","-","-","-","-","-",498,"25.4%","24.7%",0.39,0.22
"Malphite","Top",1,"0.4%","0.0%","0.4%","0%","-",1,4,3,1,"57.1%","19.0%","-","-","-","-","-","-",299,"15.6%","20.1%",0.57,0.06
"Malzahar","Jungle",1,"0.4%","24.1%","37.9%","100%","-",9,0,7,16,"61.5%","0.0%","-","-","-","-","-","-",632,"24.9%","24.2%",0.66,0.33
"Malzahar","Middle",29,"12.5%","24.1%","37.9%","52%","-",113,80,217,4.1,"72.1%","18.8%","-","-","-","-","-","-",601,"29.1%","22.1%",0.48,0.14
"Malzahar","Top",2,"0.9%","24.1%","37.9%","100%","-",5,3,18,7.7,"74.2%","18.8%","-","-","-","-","-","-",667,"33.1%","20.9%",0.5,0.19
"Maokai","Top",80,"34.5%","16.4%","50.9%","56%","-",158,200,643,4,"68.3%","18.7%","-","-","-","-","-","-",363,"18.0%","20.0%",0.49,0.13
"Miss Fortune","ADC",1,"0.4%","0.0%","0.4%","0%","-",2,6,3,0.8,"83.3%","18.8%","-","-","-","-","-","-",529,"30.0%","25.8%",0.37,0.19
"Morgana","Support",3,"1.3%","0.0%","1.3%","67%","-",2,11,25,2.5,"56.3%","21.2%","-","-","-","-","-","-",212,"9.8%","11.4%",1.54,0.45
"Nami","Support",20,"8.6%","0.0%","8.6%","60%","-",13,55,192,3.7,"73.7%","22.9%","-","-","-","-","-","-",133,"7.0%","11.2%",1.34,0.39
"Nautilus","Support",2,"0.9%","0.0%","4.7%","50%","-",1,3,12,4.3,"61.9%","17.6%","-","-","-","-","-","-",186,"9.5%","12.6%",1,0.31
"Nautilus","Top",9,"3.9%","0.0%","4.7%","44%","-",12,24,66,3.3,"75.0%","18.6%","-","-","-","-","-","-",296,"15.5%","19.7%",0.49,0.1
"Nidalee","Jungle",21,"9.1%","32.8%","41.8%","43%","-",76,62,159,3.8,"74.6%","19.7%","-","-","-","-","-","-",435,"20.8%","21.4%",0.78,0.59
"Nocturne","Jungle",1,"0.4%","0.0%","0.4%","0%","-",2,4,5,1.8,"87.5%","23.5%","-","-","-","-","-","-",275,"21.1%","20.3%",0.36,0.05
"Orianna","Middle",1,"0.4%","0.0%","0.4%","0%","-",2,6,3,0.8,"83.3%","35.3%","-","-","-","-","-","-",504,"36.4%","25.6%",0.51,0.15
"Poppy","Top",10,"4.3%","1.3%","5.6%","40%","-",23,28,74,3.5,"62.6%","16.9%","-","-","-","-","-","-",373,"19.6%","21.4%",0.52,0.21
"Rek'Sai","Jungle",109,"47.0%","29.3%","76.3%","59%","-",259,245,944,4.9,"74.1%","17.6%","-","-","-","-","-","-",284,"14.0%","19.6%",0.83,0.5
"Renekton","Top",1,"0.4%","0.0%","0.4%","0%","-",2,4,4,1.5,"60.0%","22.2%","-","-","-","-","-","-",253,"16.5%","19.5%",0.49,0.1
"Riven","-",0,"0%","0.4%","0.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rumble","Top",28,"12.1%","7.3%","19.4%","50%","-",96,116,190,2.5,"63.4%","25.3%","-","-","-","-","-","-",489,"22.7%","21.5%",0.51,0.1
"Ryze","Middle",26,"11.2%","54.7%","67.2%","42%","-",64,74,146,2.8,"64.0%","21.0%","-","-","-","-","-","-",448,"24.1%","22.5%",0.45,0.14
"Ryze","Top",3,"1.3%","54.7%","67.2%","67%","-",15,15,14,1.9,"61.7%","39.5%","-","-","-","-","-","-",584,"26.4%","22.5%",0.52,0.17
"Shen","Top",45,"19.4%","11.2%","30.6%","44%","-",100,110,379,4.4,"70.6%","16.3%","-","-","-","-","-","-",285,"14.5%","20.9%",0.51,0.12
"Sion","Top",1,"0.4%","0.0%","0.4%","0%","-",0,2,4,2,"57.1%","8.3%","-","-","-","-","-","-",397,"21.1%","20.2%",0.44,0.03
"Sivir","ADC",109,"47.0%","20.7%","67.7%","55%","-",422,260,746,4.5,"74.9%","17.0%","-","-","-","-",8.9,"-",622,"29.5%","25.7%",0.4,0.24
"Skarner","Jungle",2,"0.9%","0.0%","0.9%","50%","-",5,5,18,4.6,"71.9%","11.9%","-","-","-","-","-","-",212,"9.2%","17.6%",0.57,0.37
"Soraka","Support",1,"0.4%","0.0%","0.4%","0%","-",0,4,7,1.8,"77.8%","22.2%","-","-","-","-","-","-",85,"5.1%","9.6%",1.23,0.25
"Swain","Middle",13,"5.6%","13.4%","27.6%","69%","-",39,30,90,4.3,"71.7%","21.6%","-","-","-","-","-","-",617,"29.9%","22.1%",0.49,0.19
"Swain","Top",20,"8.6%","13.4%","27.6%","50%","-",44,47,118,3.4,"56.8%","17.3%","-","-","-","-","-","-",510,"23.6%","20.5%",0.49,0.14
"Syndra","Middle",12,"5.2%","3.4%","8.6%","58%","-",56,45,82,3.1,"59.0%","21.7%","-","-","-","-","-","-",583,"25.6%","22.7%",0.45,0.18
"Tahm Kench","Support",17,"7.3%","2.6%","11.2%","29%","-",15,76,124,1.8,"63.2%","23.8%","-","-","-","-","-","-",116,"6.5%","11.8%",1.4,0.35
"Tahm Kench","Top",3,"1.3%","2.6%","11.2%","67%","-",7,10,37,4.4,"65.7%","18.9%","-","-","-","-","-","-",305,"13.9%","19.3%",0.5,0.16
"Taliyah","Middle",14,"6.0%","7.8%","13.8%","50%","-",55,55,97,2.8,"65.5%","25.2%","-","-","-","-","-","-",711,"31.5%","23.2%",0.55,0.17
"Taric","Support",8,"3.4%","0.0%","3.4%","38%","-",3,24,77,3.3,"75.5%","17.9%","-","-","-","-","-","-",79,"3.9%","11.8%",1.49,0.39
"Thresh","Support",54,"23.3%","12.5%","35.8%","52%","-",53,189,545,3.2,"70.4%","23.9%","-","-","-","-","-","-",124,"6.1%","11.0%",1.39,0.39
"Tristana","ADC",2,"0.9%","0.0%","0.9%","0%","-",8,5,13,4.2,"70.0%","16.7%","-","-","-","-","-","-",449,"26.9%","24.0%",0.34,0.44
"Trundle","Support",33,"14.2%","21.1%","59.5%","55%","-",25,83,360,4.6,"70.6%","19.0%","-","-","-","-","-","-",97,"4.7%","12.1%",1.46,0.5
"Trundle","Top",56,"24.1%","21.1%","59.5%","61%","-",138,109,363,4.6,"65.2%","14.7%","-","-","-","-","-","-",303,"16.0%","21.8%",0.52,0.16
"Twisted Fate","Middle",33,"14.2%","18.5%","32.8%","58%","-",136,86,230,4.3,"68.5%","18.8%","-","-","-","-","-","-",509,"25.3%","24.3%",0.46,0.14
"Twitch","ADC",20,"8.6%","3.0%","11.6%","60%","-",104,65,100,3.1,"63.2%","21.7%","-","-","-","-",7.1,"-",511,"25.5%","23.9%",0.38,0.22
"Urgot","ADC",1,"0.4%","0.0%","0.4%","0%","-",3,8,7,1.3,"50.0%","20.0%","-","-","-","-","-","-",713,"28.7%","23.6%",0.27,0.19
"Varus","Middle",5,"2.2%","0.4%","2.6%","40%","-",19,12,26,3.8,"71.4%","14.1%","-","-","-","-","-","-",713,"35.5%","24.9%",0.48,0.16
"Vayne","ADC",3,"1.3%","0.0%","1.3%","33%","-",14,9,10,2.7,"58.5%","16.7%","-","-","-","-","-","-",424,"22.9%","22.7%",0.42,0.21
"Veigar","Middle",2,"0.9%","0.0%","0.9%","0%","-",7,11,10,1.5,"77.3%","28.2%","-","-","-","-","-","-",513,"31.5%","23.2%",0.45,0.18
"Viktor","Middle",99,"42.7%","5.6%","48.3%","44%","-",384,316,470,2.7,"68.1%","21.5%","-","-","-","-","-","-",626,"31.7%","24.1%",0.44,0.15
"Vladimir","Middle",30,"12.9%","68.5%","84.1%","47%","-",136,73,157,4,"69.8%","15.9%","-","-","-","-","-","-",563,"28.0%","23.8%",0.47,0.17
"Vladimir","Top",6,"2.6%","68.5%","84.1%","67%","-",16,6,41,9.5,"63.3%","9.5%","-","-","-","-","-","-",644,"26.8%","22.1%",0.51,0.15
"Xerath","Middle",4,"1.7%","0.0%","1.7%","25%","-",14,9,9,2.6,"69.7%","15.5%","-","-","-","-","-","-",584,"33.6%","24.2%",0.45,0.11
"Yasuo","Middle",2,"0.9%","0.0%","1.3%","100%","-",17,5,13,6,"85.7%","21.7%","-","-","-","-","-","-",461,"23.1%","25.8%",0.46,0.17
"Yasuo","Top",1,"0.4%","0.0%","1.3%","0%","-",1,4,2,0.8,"33.3%","17.4%","-","-","-","-","-","-",271,"13.6%","24.4%",0.48,0
"Zed","Middle",5,"2.2%","0.0%","2.2%","40%","-",30,20,27,2.9,"63.3%","28.6%","-","-","-","-","-","-",490,"23.3%","22.5%",0.47,0.13
"Zilean","Middle",1,"0.4%","0.0%","0.4%","100%","-",1,0,6,7,"77.8%","0.0%","-","-","-","-","-","-",501,"23.6%","20.9%",0.51,0.08
